time,x0,x1,speed,h
14.3,1,0,0,0
14.35,1,0,0,0
14.4,1,0,0,0
14.450000000000001,1,0,0,0
14.5,1,0,0,0
14.55,1,0,0,0
14.6,1,0,0,0
14.65,1,0,0,0
14.700000000000001,1,0,0,0
14.75,1,0,0,0
14.8,1,0,0,0
14.85,1,0,0,0
14.9,1,0,0,0
14.950000000000001,1,0,0,0
15,1,0,0,0
15.05,1,0,0,0
15.1,1,0,0,0
15.15,1,0,0,0
15.200000000000001,1,0,0,0
15.25,1,0,0,0
15.3,1,0,0,0
15.35,1,0,0,0
15.4,1,0,0,0
15.450000000000001,1,0,0,0
15.5,1,0,0,0
15.55,1,0,0,0
15.6,1,0,0,0
15.65,1,0,0,0
15.700000000000001,1,0,0,0
15.75,1,0,0,0
15.8,1,0,0,0
15.85,1,0,0,0
15.9,1,0,0,0
15.950000000000001,1,0,0,0
16,1,0,0,0
16.05,1,0,0,0
16.1,1,0,0,0
16.15,1,0,0,0
16.2,1,0,0,0
16.25,1,0,0,0
16.3,1,0,0,0
16.35,1,0,0,0
16.4,1,0,0,0
16.45,1,0,0,0
16.5,1,0,0,0
16.55,1,0,0,0
16.6,1,0,0,0
16.65,1,0,0,0
16.7,1,0,0,0
16.75,1,0,0,0
16.8,1,0,0,0
16.85,1,0,0,0
16.9,1,0,0,0
16.95,1,0,0,0
17,1,0,0,0
17.05,1,0,0,0
17.1,1,0,0,0
17.150000000000002,1,0,0,0
17.2,1,0,0,0
17.25,1,0,0,0
17.3,1,0,0,0
17.35,1,0,0,0
17.400000000000002,1,0,0,0
17.45,1,0,0,0
17.5,1,0,0,0
17.55,1,0,0,0
17.6,1,0,0,0
17.650000000000002,1,0,0,0
17.7,1,0,0,0
17.75,1,0,0,0
17.8,1,0,0,0
17.85,1,0,0,0
17.900000000000002,1,0,0,0
17.95,1,0,0,0
18,1,0,0,0
18.05,1,0,0,0
18.1,1,0,0,0
18.150000000000002,1,0,0,0
18.2,1,0,0,0
18.25,1,0,0,0
18.3,1,0,0,0
18.35,1,0,0,0
18.400000000000002,1,0,0,0
18.45,1,0,0,0
18.5,1,0,0,0
18.55,1,0,0,0
18.6,1,0,0,0
18.650000000000002,1,0,0,0
18.7,1,0,0,0
18.75,1,0,0,0
18.8,1,0,0,0
18.85,1,0,0,0
18.900000000000002,1,0,0,0
18.95,1,0,0,0
19,1,0,0,0
19.05,1,0,0,0
19.1,1,0,0,0
19.150000000000002,1,0,0,0
19.2,1,0,0,0
19.25,1,0,0,0
19.3,1,0,0,0
19.35,1,0,0,0
19.400000000000002,1,0,0,0
19.45,1,0,0,0
19.5,1,0,0,0
19.55,1,0,0,0
19.6,1,0,0,0
19.650000000000002,1,0,0,0
19.7,1,0,0,0
19.75,1,0,0,0
19.8,1,0,0,0
19.85,1,0,0,0
19.900000000000002,1,0,0,0
19.95,1,0,0,0
20,1,0,0,0
20.05,1,0,0,0
20.1,1,0,0,0
20.150000000000002,1,0,0,0
20.2,1,0,0,0
20.25,1,0,0,0
20.3,1,0,0,0
20.35,1,0,0,0
20.400000000000002,1,0,0,0
20.45,1,0,0,0
20.5,1,0,0,0
20.55,1,0,0,0
20.6,1,0,0,0
20.650000000000002,1,0,0,0
20.7,1,0,0,0
20.75,1,0,0,0
20.8,1,0,0,0
20.85,1,0,0,0
20.900000000000002,1,0,0,0
20.95,1,0,0,0
21,1,0,0,0
21.05,1,0,0,0
21.1,1,0,0,0
21.150000000000002,1,0,0,0
21.2,1,0,0,0
21.25,1,0,0,0
21.3,1,0,0,0
21.35,1,0,0,0
21.400000000000002,1,0,0,0
21.45,1,0,0,0
21.5,1,0,0,0
21.55,1,0,0,0
21.6,1,0,0,0
21.650000000000002,1,0,0,0
21.7,1,0,0,0
21.75,1,0,0,0
21.8,1,0,0,0
21.85,1,0,0,0
21.900000000000002,1,0,0,0
21.95,1,0,0,0
22,1,0,0,0
22.05,1,0,0,0
22.1,1,0,0,0
22.150000000000002,1,0,0,0
22.2,1,0,0,0
22.25,1,0,0,0
22.3,1,0,0,0
22.35,1,0,0,0
22.400000000000002,1,0,0,0
22.45,1,0,0,0
22.5,1,0,0,0
22.55,1,0,0,0
22.6,1,0,0,0
22.650000000000002,1,0,0,0
22.7,1,0,0,0
22.75,1,0,0,0
22.8,1,0,0,0
22.85,1,0,0,0
22.900000000000002,1,0,0,0
22.95,1,0,0,0
23,1,0,0,0
23.05,1,0,0,0
23.1,1,0,0,0
23.150000000000002,1,0,0,0
23.2,1,0,0,0
23.25,1,0,0,0
23.3,1,0,0,0
23.35,1,0,0,0
23.400000000000002,1,0,0,0
23.45,1,0,0,0
23.5,1,0,0,0
23.55,1,0,0,0
23.6,1,0,0,0
23.650000000000002,1,0,0,0
23.7,1,0,0,0
23.75,1,0,0,0
23.8,1,0,0,0
23.85,1,0,0,0
23.900000000000002,1,0,0,0
23.95,1,0,0,0
24,1,0,0,0
24.05,1,0,0,0
24.1,1,0,0,0
24.150000000000002,1,0,0,0
24.2,1,0,0,0
24.25,1,0,0,0
24.3,1,0,0,0
24.35,1,0,0,0
24.400000000000002,1,0,0,0
24.45,1,0,0,0
24.5,1,0,0,0
24.55,1,0,0,0
24.6,1,0,0,0
24.650000000000002,1,0,0,0
24.7,1,0,0,0
24.75,1,0,0,0
24.8,1,0,0,0
24.85,1,0,0,0
24.900000000000002,1,0,0,0
24.95,1,0,0,0
25,1,0,0,0
25.05,1,0,0,0
25.1,1,0,0,0
25.150000000000002,1,0,0,0
25.2,1,0,0,0
25.25,1,0,0,0
25.3,1,0,0,0
25.35,1,0,0,0
25.400000000000002,1,0,0,0
25.45,1,0,0,0
25.5,1,0,0,0
25.55,1,0,0,0
25.6,1,0,0,0
25.650000000000002,1,0,0,0
25.7,1,0,0,0
25.75,1,0,0,0
25.8,1,0,0,0
25.85,1,0,0,0
25.900000000000002,1,0,0,0
25.95,1,0,0,0
26,1,0,0,0
26.05,1,0,0,0
26.1,1,0,0,0
26.150000000000002,1,0,0,0
26.2,1,0,0,0
26.25,1,0,0,0
26.3,1,0,0,0
26.35,1,0,0,0
26.400000000000002,1,0,0,0
26.45,1,0,0,0
26.5,1,0,0,0
26.55,1,0,0,0
26.6,1,0,0,0
26.650000000000002,1,0,0,0
26.7,1,0,0,0
26.75,1,0,0,0
26.8,1,0,0,0
26.85,1,0,0,0
26.900000000000002,1,0,0,0
26.95,1,0,0,0
27,1,0,0,0
27.05,1,0,0,0
27.1,1,0,0,0
27.150000000000002,1,0,0,0
27.2,1,0,0,0
27.25,1,0,0,0
27.3,1,0,0,0
27.35,1,0,0,0
27.400000000000002,1,0,0,0
27.45,1,0,0,0
27.5,1,0,0,0
27.55,1,0,0,0
27.6,1,0,0,0
27.650000000000002,1,0,0,0
27.7,1,0,0,0
27.75,1,0,0,0
27.8,1,0,0,0
27.85,1,0,0,0
27.900000000000002,1,0,0,0
27.95,1,0,0,0
28,1,0,0,0
28.05,1,0,0,0
28.1,1,0,0,0
28.150000000000002,1,0,0,0
28.2,1,0,0,0
28.25,1,0,0,0
28.3,1,0,0,0
28.35,1,0,0,0
28.400000000000002,1,0,0,0
28.45,1,0,0,0
28.5,1,0,0,0
28.55,1,0,0,0
28.6,1,0,0,0
28.650000000000002,1,0,0,0
28.7,1,0,0,0
28.75,1,0,0,0
28.8,1,0,0,0
28.85,1,0,0,0
28.900000000000002,1,0,0,0
28.95,1,0,0,0
29,1,0,0,0
29.05,1,0,0,0
29.1,1,0,0,0
29.150000000000002,1,0,0,0
29.2,1,0,0,0
29.25,1,0,0,0
29.3,1,0,0,0
29.35,1,0,0,0
29.400000000000002,1,0,0,0
29.45,1,0,0,0
29.5,1,0,0,0
29.55,1,0,0,0
29.6,1,0,0,0
29.650000000000002,1,0,0,0
29.7,1,0,0,0
29.75,1,0,0,0
29.8,1,0,0,0
29.85,1,0,0,0
29.900000000000002,1,0,0,0
29.95,1,0,0,0
30,1,0,0,0
30.05,1,0,0,0
30.1,1,0,0,0
30.150000000000002,1,0,0,0
30.2,1,0,0,0
30.25,1,0,0,0
30.3,1,0,0,0
30.35,1,0,0,0
30.400000000000002,1,0,0,0
30.45,1,0,0,0
30.5,1,0,0,0
30.55,1,0,0,0
30.6,1,0,0,0
30.650000000000002,1,0,0,0
30.7,1,0,0,0
30.75,1,0,0,0
30.8,1,0,0,0
30.85,1,0,0,0
30.900000000000002,1,0,0,0
30.95,1,0,0,0
31,1,0,0,0
31.05,1,0,0,0
31.1,1,0,0,0
31.150000000000002,1,0,0,0
31.2,1,0,0,0
31.25,1,0,0,0
31.3,1,0,0,0
31.35,1,0,0,0
31.400000000000002,1,0,0,0
31.45,1,0,0,0
31.5,1,0,0,0
31.55,1,0,0,0
31.6,1,0,0,0
31.650000000000002,1,0,0,0
31.7,1,0,0,0
31.75,1,0,0,0
31.8,1,0,0,0
31.85,1,0,0,0
31.900000000000002,1,0,0,0
31.95,1,0,0,0
32,1,0,0,0
32.05,1,0,0,0
32.1,1,0,0,0
32.15,1,0,0,0
32.2,1,0,0,0
32.25,1,0,0,0
32.3,1,0,0,0
32.35,1,0,0,0
32.4,1,0,0,0
32.45,1,0,0,0
32.5,1,0,0,0
32.55,1,0,0,0
32.6,1,0,0,0
32.65,1,0,0,0
32.7,1,0,0,0
32.75,1,0,0,0
32.8,1,0,0,0
32.85,1,0,0,0
32.9,1,0,0,0
32.95,1,0,0,0
33,1,0,0,0
33.05,1,0,0,0
33.1,1,0,0,0
33.15,1,0,0,0
33.2,1,0,0,0
33.25,1,0,0,0
33.3,1,0,0,0
33.35,1,0,0,0
33.4,1,0,0,0
33.45,1,0,0,0
33.5,1,0,0,0
33.55,1,0,0,0
33.6,1,0,0,0
33.65,1,0,0,0
33.7,1,0,0,0
33.75,1,0,0,0
33.8,1,0,0,0
33.85,1,0,0,0
33.9,1,0,0,0
33.95,1,0,0,0
34,1,0,0,0
34.05,1,0,0,0
34.1,1,0,0,0
34.15,1,0,0,0
34.2,1,0,0,0
34.25,1,0,0,0
34.300000000000004,1,0,0,0
34.35,1,0,0,0
34.4,1,0,0,0
34.45,1,0,0,0
34.5,1,0,0,0
34.550000000000004,1,0,0,0
34.6,1,0,0,0
34.65,1,0,0,0
34.7,1,0,0,0
34.75,1,0,0,0
34.800000000000004,1,0,0,0
34.85,1,0,0,0
34.9,1,0,0,0
34.95,1,0,0,0
35,1,0,0,0
35.050000000000004,1,0,0,0
35.1,1,0,0,0
35.15,1,0,0,0
35.2,1,0,0,0
35.25,1,0,0,0
35.300000000000004,1,0,0,0
35.35,1,0,0,0
35.4,1,0,0,0
35.45,1,0,0,0
35.5,1,0,0,0
35.550000000000004,1,0,0,0
35.6,1,0,0,0
35.65,1,0,0,0
35.7,1,0,0,0
35.75,1,0,0,0
35.800000000000004,1,0,0,0
35.85,1,0,0,0
35.9,1,0,0,0
35.95,1,0,0,0
36,1,0,0,0
36.050000000000004,1,0,0,0
36.1,1,0,0,0
36.15,1,0,0,0
36.2,1,0,0,0
36.25,1,0,0,0
36.300000000000004,1,0,0,0
36.35,1,0,0,0
36.4,1,0,0,0
36.45,1,0,0,0
36.5,1,0,0,0
36.550000000000004,1,0,0,0
36.6,1,0,0,0
36.65,1,0,0,0
36.7,1,0,0,0
36.75,1,0,0,0
36.800000000000004,1,0,0,0
36.85,1,0,0,0
36.9,1,0,0,0
36.95,1,0,0,0
37,1,0,0,0
37.050000000000004,1,0,0,0
37.1,1,0,0,0
37.15,1,0,0,0
37.2,1,0,0,0
37.25,1,0,0,0
37.300000000000004,1,0,0,0
37.35,1,0,0,0
37.4,1,0,0,0
37.45,1,0,0,0
37.5,1,0,0,0
37.550000000000004,1,0,0,0
37.6,1,0,0,0
37.65,1,0,0,0
37.7,1,0,0,0
37.75,1,0,0,0
37.800000000000004,1,0,0,0
37.85,1,0,0,0
37.9,1,0,0,0
37.95,1,0,0,0
38,1,0,0,0
38.050000000000004,1,0,0,0
38.1,1,0,0,0
38.15,1,0,0,0
38.2,1,0,0,0
38.25,1,0,0,0
38.300000000000004,1,0,0,0
38.35,1,0,0,0
38.4,1,0,0,0
38.45,1,0,0,0
38.5,1,0,0,0
38.550000000000004,1,0,0,0
38.6,1,0,0,0
38.65,1,0,0,0
38.7,1,0,0,0
38.75,1,0,0,0
38.800000000000004,1,0,0,0
38.85,1,0,0,0
38.9,1,0,0,0
38.95,1,0,0,0
39,1,0,0,0
39.050000000000004,1,0,0,0
39.1,1,0,0,0
39.15,1,0,0,0
39.2,1,0,0,0
39.25,1,0,0,0
39.300000000000004,1,0,0,0
39.35,1,0,0,0
39.4,1,0,0,0
39.45,1,0,0,0
39.5,1,0,0,0
39.550000000000004,1,0,0,0
39.6,1,0,0,0
39.65,1,0,0,0
39.7,1,0,0,0
39.75,1,0,0,0
39.800000000000004,1,0,0,0
39.85,1,0,0,0
39.9,1,0,0,0
39.95,1,0,0,0
40,1,0,0,0
40.050000000000004,1,0,0,0
40.1,1,0,0,0
40.15,1,0,0,0
40.2,1,0,0,0
40.25,1,0,0,0
40.300000000000004,1,0,0,0
40.35,1,0,0,0
40.4,1,0,0,0
40.45,1,0,0,0
40.5,1,0,0,0
40.550000000000004,1,0,0,0
40.6,1,0,0,0
40.65,1,0,0,0
40.7,1,0,0,0
40.75,1,0,0,0
40.800000000000004,1,0,0,0
40.85,1,0,0,0
40.9,1,0,0,0
40.95,1,0,0,0
41,1,0,0,0
41.050000000000004,1,0,0,0
41.1,1,0,0,0
41.15,1,0,0,0
41.2,1,0,0,0
41.25,1,0,0,0
41.300000000000004,1,0,0,0
41.35,1,0,0,0
41.4,1,0,0,0
41.45,1,0,0,0
41.5,1,0,0,0
41.550000000000004,1,0,0,0
41.6,1,0,0,0
41.65,1,0,0,0
41.7,1,0,0,0
41.75,1,0,0,0
41.800000000000004,1,0,0,0
41.85,1,0,0,0
41.9,1,0,0,0
41.95,1,0,0,0
42,1,0,0,0
42.050000000000004,1,0,0,0
42.1,1,0,0,0
42.15,1,0,0,0
42.2,1,0,0,0
42.25,1,0,0,0
42.300000000000004,1,0,0,0
42.35,1,0,0,0
42.4,1,0,0,0
42.45,1,0,0,0
42.5,1,0,0,0
42.550000000000004,1,0,0,0
42.6,1,0,0,0
42.65,1,0,0,0
42.7,1,0,0,0
42.75,1,0,0,0
42.800000000000004,1,0,0,0
42.85,1,0,0,0
42.9,1,0,0,0
42.95,1,0,0,0
43,1,0,0,0
43.050000000000004,1,0,0,0
43.1,1,0,0,0
43.15,1,0,0,0
43.2,1,0,0,0
43.25,1,0,0,0
43.300000000000004,1,0,0,0
43.35,1,0,0,0
43.4,1,0,0,0
43.45,1,0,0,0
43.5,1,0,0,0
43.550000000000004,1,0,0,0
43.6,1,0,0,0
43.65,1,0,0,0
43.7,1,0,0,0
43.75,1,0,0,0
43.800000000000004,1,0,0,0
43.85,1,0,0,0
43.9,1,0,0,0
43.95,1,0,0,0
44,1,0,0,0
44.050000000000004,1,0,0,0
44.1,1,0,0,0
44.15,1,0,0,0
44.2,1,0,0,0
44.25,1,0,0,0
44.300000000000004,1,0,0,0
44.35,1,0,0,0
44.4,1,0,0,0
44.45,1,0,0,0
44.5,1,0,0,0
44.550000000000004,1,0,0,0
44.6,1,0,0,0
44.65,1,0,0,0
44.7,1,0,0,0
44.75,1,0,0,0
44.800000000000004,1,0,0,0
44.85,1,0,0,0
44.9,1,0,0,0
44.95,1,0,0,0
45,1,0,0,0
45.050000000000004,1,0,0,0
45.1,1,0,0,0
45.15,1,0,0,0
45.2,1,0,0,0
45.25,1,0,0,0
45.300000000000004,1,0,0,0
45.35,1,0,0,0
45.4,1,0,0,0
45.45,1,0,0,0
45.5,1,0,0,0
45.550000000000004,1,0,0,0
45.6,1,0,0,0
45.65,1,0,0,0
45.7,1,0,0,0
45.75,1,0,0,0
45.800000000000004,1,0,0,0
45.85,1,0,0,0
45.9,1,0,0,0
45.95,1,0,0,0
46,1,0,0,0
46.050000000000004,1,0,0,0
46.1,1,0,0,0
46.15,1,0,0,0
46.2,1,0,0,0
46.25,1,0,0,0
46.300000000000004,1,0,0,0
46.35,1,0,0,0
46.4,1,0,0,0
46.45,1,0,0,0
46.5,1,0,0,0
46.550000000000004,1,0,0,0
46.6,1,0,0,0
46.65,1,0,0,0
46.7,1,0,0,0
46.75,1,0,0,0
46.800000000000004,1,0,0,0
46.85,1,0,0,0
46.9,1,0,0,0
46.95,1,0,0,0
47,1,0,0,0
47.050000000000004,1,0,0,0
47.1,1,0,0,0
47.15,1,0,0,0
47.2,1,0,0,0
47.25,1,0,0,0
47.300000000000004,1,0,0,0
47.35,1,0,0,0
47.4,1,0,0,0
47.45,1,0,0,0
47.5,1,0,0,0
47.550000000000004,1,0,0,0
47.6,1,0,0,0
47.65,1,0,0,0
47.7,1,0,0,0
47.75,1,0,0,0
47.800000000000004,1,0,0,0
47.85,1,0,0,0
47.9,1,0,0,0
47.95,1,0,0,0
48,1,0,0,0
48.050000000000004,1,0,0,0
48.1,1,0,0,0
48.15,1,0,0,0
48.2,1,0,0,0
48.25,1,0,0,0
48.300000000000004,1,0,0,0
48.35,1,0,0,0
48.4,1,0,0,0
48.45,1,0,0,0
48.5,1,0,0,0
48.550000000000004,1,0,0,0
48.6,1,0,0,0
48.65,1,0,0,0
48.7,1,0,0,0
48.75,1,0,0,0
48.800000000000004,1,0,0,0
48.85,1,0,0,0
48.9,1,0,0,0
48.95,1,0,0,0
49,1,0,0,0
49.050000000000004,1,0,0,0
49.1,1,0,0,0
49.15,1,0,0,0
49.2,1,0,0,0
49.25,1,0,0,0
49.300000000000004,1,0,0,0
49.35,1,0,0,0
49.4,1,0,0,0
49.45,1,0,0,0
49.5,1,0,0,0
49.550000000000004,1,0,0,0
49.6,1,0,0,0
49.65,1,0,0,0
49.7,1,0,0,0
49.75,1,0,0,0
49.800000000000004,1,0,0,0
49.85,1,0,0,0
49.9,1,0,0,0
49.95,1,0,0,0
50,1,0,0,0
50.050000000000004,1,0,0,0
50.1,1,0,0,0
50.15,1,0,0,0
50.2,1,0,0,0
50.25,1,0,0,0
50.300000000000004,1,0,0,0
50.35,1,0,0,0
50.4,1,0,0,0
50.45,1,0,0,0
50.5,1,0,0,0
50.550000000000004,1,0,0,0
50.6,1,0,0,0
50.65,1,0,0,0
50.7,1,0,0,0
50.75,1,0,0,0
50.800000000000004,1,0,0,0
50.85,1,0,0,0
50.9,1,0,0,0
50.95,1,0,0,0
51,1,0,0,0
51.050000000000004,1,0,0,0
51.1,1,0,0,0
51.15,1,0,0,0
51.2,1,0,0,0
51.25,1,0,0,0
51.300000000000004,1,0,0,0
51.35,1,0,0,0
51.4,1,0,0,0
51.45,1,0,0,0
51.5,1,0,0,0
51.550000000000004,1,0,0,0
51.6,1,0,0,0
51.65,1,0,0,0
51.7,1,0,0,0
51.75,1,0,0,0
51.800000000000004,1,0,0,0
51.85,1,0,0,0
51.9,1,0,0,0
51.95,1,0,0,0
52,1,0,0,0
52.050000000000004,1,0,0,0
52.1,1,0,0,0
52.15,1,0,0,0
52.2,1,0,0,0
52.25,1,0,0,0
52.300000000000004,1,0,0,0
52.35,1,0,0,0
52.4,1,0,0,0
52.45,1,0,0,0
52.5,1,0,0,0
52.550000000000004,1,0,0,0
52.6,1,0,0,0
52.65,1,0,0,0
52.7,1,0,0,0
52.75,1,0,0,0
52.800000000000004,1,0,0,0
52.85,1,0,0,0
52.9,1,0,0,0
52.95,1,0,0,0
53,1,0,0,0
53.050000000000004,1,0,0,0
53.1,1,0,0,0
53.15,1,0,0,0
53.2,1,0,0,0
53.25,1,0,0,0
53.300000000000004,1,0,0,0
53.35,1,0,0,0
53.4,1,0,0,0
53.45,1,0,0,0
53.5,1,0,0,0
53.550000000000004,1,0,0,0
53.6,1,0,0,0
53.65,1,0,0,0
53.7,1,0,0,0
53.75,1,0,0,0
53.800000000000004,1,0,0,0
53.85,1,0,0,0
53.9,1,0,0,0
53.95,1,0,0,0
54,1,0,0,0
54.050000000000004,1,0,0,0
54.1,1,0,0,0
